94.204,1.09,92
97.205,1.1,85
100.206,1.1,85
103.207,1.12,77
106.208,1.13,75
109.209,1.1,78
112.21,1.1,77
115.211,1.11,75
118.212,1.11,65
121.213,1.12,65
124.214,1.13,73
127.215,1.14,78
130.216,1.15,130
133.217,1.15,117
136.218,1.16,75
139.219,1.16,63
142.22,1.16,63
145.221,1.07,49
148.222,1.06,60
151.223,1.07,70
154.224,1.08,74
157.225,1.09,63
160.226,1.1,63
163.227,1.11,40
166.228,1.11,40
169.229,1.09,47
172.23,1.1,52
175.231,1.11,73
178.232,1.11,74
181.233,1.12,74
184.234,1.13,74
187.235,1.11,71
190.236,1.11,61
193.237,1.11,61
196.238,1.13,64
199.239,1.13,67
202.24,1.14,75
205.241,1.14,93
208.242,1.15,80
211.243,1.15,80
214.244,1.15,65
217.245,1.14,68
220.246,1.15,70
223.247,1.06,70
226.248,0.93,84
229.249,0.94,117
232.25,0.91,196
235.251,0.92,112
238.252,0.94,97
241.253,0.96,89
244.254,0.98,66
247.255,1.01,66
250.256,1.02,71
253.257,1.03,75
256.258,1.04,238
259.259,1.05,210
262.26,1.06,75
265.261,1.07,73
268.262,1.08,63
271.263,1.08,63
274.264,1.05,40
277.265,1.06,42
280.266,1.06,53
283.267,1.01,53
286.268,0.93,70
289.269,0.95,70
292.27,0.98,58
295.271,0.99,65
298.272,1.01,73
301.273,1.02,74
304.274,1.04,75
307.275,1.04,81
310.276,1.05,68
313.277,1.06,68
316.278,1.06,56
319.279,1.08,75
322.28,1.07,75
325.281,1.02,73
328.282,1.02,73
331.283,1.03,74
334.284,1.04,72
337.285,1.04,72
340.286,1.04,76
343.287,1.06,65
346.288,1.06,65
349.289,1.07,47
352.29,1.06,58
355.291,1.02,69
358.292,1.01,57
361.293,0.98,53
364.294,0.91,53
367.295,0.91,83
370.296,0.94,82
373.297,0.96,86
376.298,0.98,142
379.299,1,83
382.3,1.01,77
385.301,1.02,77
388.302,1.03,73
391.303,1.04,72
394.304,1.04,72
397.305,1.05,48
400.306,1.06,54
403.307,1.05,80
406.308,1.05,78
409.309,1.04,70
412.31,1.05,70
415.311,1.06,71
418.312,1.06,68
421.313,1.07,68
424.314,1.07,71
427.315,1.08,75
430.316,1.08,78
