449.142,0.84,77
452.143,0.83,76
455.144,0.78,84
458.145,0.74,84
461.146,0.78,84
464.147,0.83,84
467.148,0.84,84
470.149,0.86,84
473.15,0.81,84
476.151,0.81,84
479.152,0.84,84
482.153,0.85,84
485.154,0.86,84
488.155,0.87,84
491.156,0.9,84
494.157,0.91,84
497.158,0.92,84
500.159,0.93,84
503.16,0.94,84
506.161,0.95,84
509.162,0.95,84
512.163,0.96,84
515.164,0.96,84
518.165,0.97,84
521.166,0.97,84
524.167,0.98,84
527.168,0.92,84
530.169,0.84,84
533.17,0.86,84
536.171,0.88,84
539.172,0.89,84
542.173,0.91,84
545.174,0.92,84
548.175,0.93,84
551.176,0.94,84
554.177,0.95,84
557.178,0.96,84
560.179,0.96,84
563.18,0.97,84
566.181,0.98,84
569.182,0.98,84
572.183,0.99,84
575.184,0.99,84
578.185,0.96,84
581.186,0.96,84
584.187,0.96,84
587.188,0.97,84
590.189,0.98,84
593.19,0.98,84
596.191,0.99,84
599.192,1,84
602.193,1.01,84
605.194,1.01,84
608.195,1.02,84
611.196,1.02,84
614.197,1.03,84
617.198,1.03,84
620.199,1.03,84
623.2,1.04,84
626.201,1.04,84
629.202,1.04,84
632.203,1.04,84
635.204,1.05,84
638.205,1.05,84
641.206,1.06,84
644.207,1.06,84
647.208,1.06,84
650.209,1.07,84
653.21,1.07,84
656.211,1.08,84
659.212,1.08,84
662.213,1.08,84
665.214,1.09,84
668.215,1.09,84
671.216,1.1,84
674.217,1.1,84
677.218,1.1,84
680.219,1.1,84
683.22,1.11,84
686.221,0.99,84
689.222,0.89,84
692.223,0.88,84
695.224,0.9,84
698.225,0.92,84
701.226,0.94,84
704.227,0.96,84
707.228,0.91,84
710.229,0.9,84
713.23,0.92,84
716.231,0.93,84
719.232,0.95,84
722.233,0.95,84
725.234,0.97,84
728.235,0.97,84
731.236,0.99,84
734.237,0.99,84
737.238,1.01,84
740.239,1.01,84
743.24,1.02,84
746.241,1.02,84
749.242,1.03,84
752.243,1.04,84
755.244,1.04,84
758.245,1.04,84
761.246,1.04,84
764.247,1.05,84
767.248,1.05,84
770.249,1.06,84
773.25,1.06,84
776.251,1.07,84
779.252,1.07,84
782.253,1.07,84
785.254,1.08,84
788.255,1.08,84
791.256,1.08,84
794.257,1.09,84
797.258,1.09,84
800.259,1.09,84
803.26,1.1,84
806.261,1.1,84
809.262,1.1,84
812.263,1.11,84
815.264,1.06,84
818.265,1.06,84
821.266,1.07,84
824.267,1.07,84
827.268,1.07,84
830.269,1.08,84
833.27,1.08,84
836.271,1.09,84
839.272,1.09,84
842.273,1.1,84
845.274,1.1,84
848.275,1.07,84
851.276,1.06,84
854.277,1.07,84
857.278,1.07,84
860.279,1.08,84
863.28,1.08,84
866.281,1.09,84
869.282,1.09,84
872.283,1.09,84
875.284,1.1,84
878.285,1.1,84
881.286,1.11,84
884.287,1.11,84
887.288,1.11,84
890.289,1.12,84
893.29,1.12,84
896.291,1.12,84
899.292,1.13,84
902.293,1.13,84
905.294,1.12,84
908.295,1.12,84
911.296,1.12,84
914.297,1.13,84
917.298,1.13,84
920.299,1.13,84
923.3,1.14,84
926.301,1.14,84
929.302,1.14,84
932.303,1.15,84
935.304,1.11,84
